cod_ap_sms,subgrupo,ano,obitos,faixa_etaria
3.1,1.2.2. Red por at à mulher no parto,2025,8,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2006,26,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2007,23,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2008,22,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2009,24,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2010,13,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2011,9,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2012,7,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2013,14,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2014,16,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2015,16,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2016,17,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2017,15,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2018,8,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2019,13,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2020,9,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2021,17,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2022,18,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2023,14,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2024,7,menores de 5 anos
3.1,1.2.3. Red por at ao recém-nascido,2025,8,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2006,23,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2007,29,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2008,21,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2009,17,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2010,24,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2011,22,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2012,24,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2013,24,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2014,15,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2015,12,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2016,23,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2017,20,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2018,25,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2019,16,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2020,7,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2021,12,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2022,8,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2023,16,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2024,14,menores de 5 anos
3.1,1.3. Red por ações de diag e trat adequado,2025,16,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2006,9,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2007,19,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2008,19,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2009,16,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2010,21,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2011,16,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2012,16,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2013,9,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2014,15,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2015,13,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2016,18,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2017,21,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2018,14,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2019,13,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2020,17,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2021,15,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2022,10,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2023,21,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2024,20,menores de 5 anos
3.1,1.4. Red por ações promoção vinc a atenção,2025,12,menores de 5 anos
3.1,2. Causas mal definidas,2006,12,menores de 5 anos
3.1,2. Causas mal definidas,2007,8,menores de 5 anos
3.1,2. Causas mal definidas,2008,8,menores de 5 anos
3.1,2. Causas mal definidas,2009,7,menores de 5 anos
3.1,2. Causas mal definidas,2010,13,menores de 5 anos
3.1,2. Causas mal definidas,2011,14,menores de 5 anos
3.1,2. Causas mal definidas,2012,15,menores de 5 anos
3.1,2. Causas mal definidas,2013,11,menores de 5 anos
3.1,2. Causas mal definidas,2014,8,menores de 5 anos
3.1,2. Causas mal definidas,2015,9,menores de 5 anos
3.1,2. Causas mal definidas,2016,6,menores de 5 anos
3.1,2. Causas mal definidas,2017,5,menores de 5 anos
3.1,2. Causas mal definidas,2018,8,menores de 5 anos
3.1,2. Causas mal definidas,2019,4,menores de 5 anos
3.1,2. Causas mal definidas,2020,6,menores de 5 anos
3.1,2. Causas mal definidas,2021,3,menores de 5 anos
3.1,2. Causas mal definidas,2022,5,menores de 5 anos
3.1,2. Causas mal definidas,2023,3,menores de 5 anos
3.1,2. Causas mal definidas,2024,3,menores de 5 anos
3.1,2. Causas mal definidas,2025,4,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2006,43,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2007,45,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2008,64,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2009,48,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2010,42,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2011,54,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2012,58,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2013,42,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2014,54,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2015,41,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2016,53,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2017,44,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2018,46,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2019,52,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2020,42,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2021,35,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2022,54,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2023,44,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2024,39,menores de 5 anos
3.1,3. Demais causas (não claramente evitáveis),2025,39,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2006,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2007,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2008,1,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2009,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2010,1,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2011,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2012,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2013,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2014,1,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2015,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2016,1,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2017,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2018,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2019,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2020,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2021,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2022,1,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2023,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2024,0,menores de 5 anos
3.2,1.1. Reduzível pelas ações de imunização,2025,0,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2006,27,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2007,24,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2008,19,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2009,30,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2010,25,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2011,25,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2012,28,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2013,27,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2014,24,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2015,25,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2016,21,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2017,19,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2018,20,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2019,22,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2020,19,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2021,17,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2022,12,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2023,14,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2024,20,menores de 5 anos
3.2,1.2.1. Red por at à mulher na gestação,2025,24,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2006,6,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2007,13,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2008,9,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2009,10,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2010,6,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2011,5,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2012,4,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2013,8,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2014,6,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2015,5,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2016,6,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2017,9,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2018,9,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2019,7,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2020,7,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2021,11,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2022,6,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2023,5,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2024,4,menores de 5 anos
3.2,1.2.2. Red por at à mulher no parto,2025,6,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2006,13,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2007,9,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2008,16,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2009,13,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2010,12,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2011,13,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2012,9,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2013,6,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2014,8,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2015,11,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2016,12,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2017,11,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2018,5,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2019,7,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2020,9,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2021,9,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2022,9,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2023,13,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2024,4,menores de 5 anos
3.2,1.2.3. Red por at ao recém-nascido,2025,2,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2006,19,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2007,13,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2008,15,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2009,12,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2010,10,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2011,6,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2012,12,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2013,14,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2014,12,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2015,10,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2016,15,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2017,11,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2018,6,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2019,6,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2020,4,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2021,6,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2022,9,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2023,10,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2024,2,menores de 5 anos
3.2,1.3. Red por ações de diag e trat adequado,2025,1,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2006,14,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2007,13,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2008,8,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2009,13,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2010,7,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2011,9,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2012,11,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2013,7,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2014,9,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2015,5,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2016,10,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2017,3,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2018,6,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2019,7,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2020,3,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2021,5,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2022,5,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2023,3,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2024,6,menores de 5 anos
3.2,1.4. Red por ações promoção vinc a atenção,2025,5,menores de 5 anos
3.2,2. Causas mal definidas,2006,5,menores de 5 anos
3.2,2. Causas mal definidas,2007,8,menores de 5 anos
3.2,2. Causas mal definidas,2008,5,menores de 5 anos
3.2,2. Causas mal definidas,2009,4,menores de 5 anos
3.2,2. Causas mal definidas,2010,6,menores de 5 anos
3.2,2. Causas mal definidas,2011,4,menores de 5 anos
3.2,2. Causas mal definidas,2012,5,menores de 5 anos
3.2,2. Causas mal definidas,2013,4,menores de 5 anos
3.2,2. Causas mal definidas,2014,7,menores de 5 anos
3.2,2. Causas mal definidas,2015,1,menores de 5 anos
3.2,2. Causas mal definidas,2016,4,menores de 5 anos
3.2,2. Causas mal definidas,2017,6,menores de 5 anos
3.2,2. Causas mal definidas,2018,5,menores de 5 anos
3.2,2. Causas mal definidas,2019,5,menores de 5 anos
3.2,2. Causas mal definidas,2020,0,menores de 5 anos
3.2,2. Causas mal definidas,2021,3,menores de 5 anos
3.2,2. Causas mal definidas,2022,4,menores de 5 anos
3.2,2. Causas mal definidas,2023,2,menores de 5 anos
3.2,2. Causas mal definidas,2024,0,menores de 5 anos
3.2,2. Causas mal definidas,2025,2,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2006,28,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2007,36,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2008,31,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2009,40,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2010,36,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2011,37,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2012,30,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2013,36,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2014,33,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2015,35,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2016,25,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2017,34,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2018,25,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2019,32,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2020,25,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2021,16,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2022,20,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2023,23,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2024,24,menores de 5 anos
3.2,3. Demais causas (não claramente evitáveis),2025,27,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2006,1,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2007,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2008,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2009,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2010,1,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2011,1,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2012,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2013,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2014,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2015,1,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2016,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2017,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2018,1,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2019,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2020,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2021,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2022,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2023,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2024,0,menores de 5 anos
3.3,1.1. Reduzível pelas ações de imunização,2025,1,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2006,45,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2007,54,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2008,53,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2009,58,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2010,57,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2011,53,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2012,71,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2013,84,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2014,67,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2015,62,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2016,45,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2017,54,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2018,64,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2019,57,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2020,45,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2021,43,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2022,29,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2023,33,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2024,24,menores de 5 anos
3.3,1.2.1. Red por at à mulher na gestação,2025,40,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2006,10,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2007,20,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2008,17,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2009,17,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2010,14,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2011,13,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2012,15,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2013,8,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2014,5,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2015,21,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2016,8,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2017,13,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2018,24,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2019,12,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2020,7,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2021,9,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2022,13,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2023,17,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2024,6,menores de 5 anos
3.3,1.2.2. Red por at à mulher no parto,2025,10,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2006,36,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2007,23,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2008,25,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2009,22,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2010,25,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2011,19,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2012,13,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2013,19,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2014,23,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2015,27,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2016,20,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2017,19,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2018,22,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2019,23,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2020,18,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2021,20,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2022,21,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2023,14,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2024,7,menores de 5 anos
3.3,1.2.3. Red por at ao recém-nascido,2025,16,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2006,29,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2007,24,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2008,30,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2009,28,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2010,23,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2011,27,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2012,24,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2013,28,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2014,20,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2015,20,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2016,23,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2017,14,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2018,14,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2019,23,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2020,10,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2021,17,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2022,21,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2023,23,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2024,14,menores de 5 anos
3.3,1.3. Red por ações de diag e trat adequado,2025,18,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2006,9,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2007,16,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2008,20,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2009,19,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2010,14,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2011,9,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2012,13,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2013,14,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2014,13,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2015,16,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2016,12,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2017,19,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2018,19,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2019,8,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2020,14,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2021,27,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2022,17,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2023,19,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2024,12,menores de 5 anos
3.3,1.4. Red por ações promoção vinc a atenção,2025,11,menores de 5 anos
3.3,2. Causas mal definidas,2006,17,menores de 5 anos
3.3,2. Causas mal definidas,2007,11,menores de 5 anos
3.3,2. Causas mal definidas,2008,6,menores de 5 anos
3.3,2. Causas mal definidas,2009,2,menores de 5 anos
3.3,2. Causas mal definidas,2010,17,menores de 5 anos
3.3,2. Causas mal definidas,2011,8,menores de 5 anos
3.3,2. Causas mal definidas,2012,14,menores de 5 anos
